sales,dayofmonth,dayofweek,month,shift_sales+1,shift_sales+2,shift_sales+3,shift_sales+4,shift_sales+5,shift_sales+6,shift_sales+7,shift_sales+8,shift_sales+9,shift_sales+10,shift_sales+11,shift_sales+12,shift_sales+13,shift_sales+14,daily_store_sales1,daily_store_sales2,daily_store_sales3,daily_store_sales4,daily_store_sales5,daily_store_sales6,daily_store_sales7,daily_store_sales8,daily_store_sales9,daily_store_sales10,daily_store_sales11,daily_store_sales12,daily_store_sales13,daily_store_sales14,daily_store_sales15,daily_store_sales16,daily_store_sales17,daily_store_sales18,daily_store_sales19,daily_store_sales20,daily_store_sales21,daily_store_sales22,daily_store_sales23,daily_store_sales24,daily_store_sales25,daily_store_sales26,daily_store_sales27,daily_store_sales28,daily_store_sales29,daily_store_sales30,mean_store_sales1,mean_store_sales2,mean_store_sales3,mean_store_sales4,mean_store_sales5,mean_store_sales6,mean_store_sales7,mean_store_sales8,mean_store_sales9,mean_store_sales10,mean_store_sales11,mean_store_sales12,mean_store_sales13,mean_store_sales14,mean_store_sales15,mean_store_sales16,mean_store_sales17,mean_store_sales18,mean_store_sales19,mean_store_sales20,mean_store_sales21,mean_store_sales22,mean_store_sales23,mean_store_sales24,mean_store_sales25,mean_store_sales26,mean_store_sales27,mean_store_sales28,mean_store_sales29,mean_store_sales30,shift_day+1,shift_day+2,shift_day+3,shift_day+4,shift_day+5,shift_day+6,shift_day+7,shift_day+8,shift_day+9,shift_day+10,shift_day+11,shift_day+12,shift_day+13,shift_day+14,shift_day+15,shift_day+16,shift_day+17,shift_day+18,shift_day+19,shift_day+20,shift_day+21,shift_day+22,shift_day+23,shift_day+24,shift_day+25,shift_day+26,shift_day+27,shift_day+28,shift_day+29,shift_day+30
413,19,2,2,394.0,325.0,495.0,497.0,444.0,433.0,410.0,407.0,346.0,489.0,485.0,495.0,427.0,394.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,18836.0,17763.0,17488.0,15055.0,22709.0,21074.0,18073.0,16899.0,15664.0,15725.0,13469.0,20232.0,19179.0,18260.0,16746.0,15725.0,15484.0,13520.0,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,37.672,35.526,34.976,30.11,45.418,42.148,36.146,33.798,31.328,31.45,26.938,40.464,38.358,36.52,33.492,31.45,30.968,27.04,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
402,20,3,2,413.0,394.0,325.0,495.0,497.0,444.0,433.0,410.0,407.0,346.0,489.0,485.0,495.0,427.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,18836.0,17763.0,17488.0,15055.0,22709.0,21074.0,18073.0,16899.0,15664.0,15725.0,13469.0,20232.0,19179.0,18260.0,16746.0,15725.0,15484.0,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,37.672,35.526,34.976,30.11,45.418,42.148,36.146,33.798,31.328,31.45,26.938,40.464,38.358,36.52,33.492,31.45,30.968,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0
445,21,4,2,402.0,413.0,394.0,325.0,495.0,497.0,444.0,433.0,410.0,407.0,346.0,489.0,485.0,495.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,18836.0,17763.0,17488.0,15055.0,22709.0,21074.0,18073.0,16899.0,15664.0,15725.0,13469.0,20232.0,19179.0,18260.0,16746.0,15725.0,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,37.672,35.526,34.976,30.11,45.418,42.148,36.146,33.798,31.328,31.45,26.938,40.464,38.358,36.52,33.492,31.45,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0
482,22,5,2,445.0,402.0,413.0,394.0,325.0,495.0,497.0,444.0,433.0,410.0,407.0,346.0,489.0,485.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,18836.0,17763.0,17488.0,15055.0,22709.0,21074.0,18073.0,16899.0,15664.0,15725.0,13469.0,20232.0,19179.0,18260.0,16746.0,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,37.672,35.526,34.976,30.11,45.418,42.148,36.146,33.798,31.328,31.45,26.938,40.464,38.358,36.52,33.492,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0
518,23,6,2,482.0,445.0,402.0,413.0,394.0,325.0,495.0,497.0,444.0,433.0,410.0,407.0,346.0,489.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,18836.0,17763.0,17488.0,15055.0,22709.0,21074.0,18073.0,16899.0,15664.0,15725.0,13469.0,20232.0,19179.0,18260.0,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,37.672,35.526,34.976,30.11,45.418,42.148,36.146,33.798,31.328,31.45,26.938,40.464,38.358,36.52,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0
341,24,0,2,518.0,482.0,445.0,402.0,413.0,394.0,325.0,495.0,497.0,444.0,433.0,410.0,407.0,346.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,18836.0,17763.0,17488.0,15055.0,22709.0,21074.0,18073.0,16899.0,15664.0,15725.0,13469.0,20232.0,19179.0,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,37.672,35.526,34.976,30.11,45.418,42.148,36.146,33.798,31.328,31.45,26.938,40.464,38.358,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0
390,25,1,2,341.0,518.0,482.0,445.0,402.0,413.0,394.0,325.0,495.0,497.0,444.0,433.0,410.0,407.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,18836.0,17763.0,17488.0,15055.0,22709.0,21074.0,18073.0,16899.0,15664.0,15725.0,13469.0,20232.0,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,37.672,35.526,34.976,30.11,45.418,42.148,36.146,33.798,31.328,31.45,26.938,40.464,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0
380,26,2,2,390.0,341.0,518.0,482.0,445.0,402.0,413.0,394.0,325.0,495.0,497.0,444.0,433.0,410.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,18836.0,17763.0,17488.0,15055.0,22709.0,21074.0,18073.0,16899.0,15664.0,15725.0,13469.0,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,37.672,35.526,34.976,30.11,45.418,42.148,36.146,33.798,31.328,31.45,26.938,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
412,27,3,2,380.0,390.0,341.0,518.0,482.0,445.0,402.0,413.0,394.0,325.0,495.0,497.0,444.0,433.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,18836.0,17763.0,17488.0,15055.0,22709.0,21074.0,18073.0,16899.0,15664.0,15725.0,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,37.672,35.526,34.976,30.11,45.418,42.148,36.146,33.798,31.328,31.45,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0
456,28,4,2,412.0,380.0,390.0,341.0,518.0,482.0,445.0,402.0,413.0,394.0,325.0,495.0,497.0,444.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,18836.0,17763.0,17488.0,15055.0,22709.0,21074.0,18073.0,16899.0,15664.0,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,37.672,35.526,34.976,30.11,45.418,42.148,36.146,33.798,31.328,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0
576,1,5,3,456.0,412.0,380.0,390.0,341.0,518.0,482.0,445.0,402.0,413.0,394.0,325.0,495.0,497.0,19965.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,18836.0,17763.0,17488.0,15055.0,22709.0,21074.0,18073.0,16899.0,39.93,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,37.672,35.526,34.976,30.11,45.418,42.148,36.146,33.798,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0
606,2,6,3,576.0,456.0,412.0,380.0,390.0,341.0,518.0,482.0,445.0,402.0,413.0,394.0,325.0,495.0,25245.0,19965.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,18836.0,17763.0,17488.0,15055.0,22709.0,21074.0,18073.0,50.49,39.93,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,37.672,35.526,34.976,30.11,45.418,42.148,36.146,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0
393,3,0,3,606.0,576.0,456.0,412.0,380.0,390.0,341.0,518.0,482.0,445.0,402.0,413.0,394.0,325.0,26956.0,25245.0,19965.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,18836.0,17763.0,17488.0,15055.0,22709.0,21074.0,53.912,50.49,39.93,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,37.672,35.526,34.976,30.11,45.418,42.148,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0
482,4,1,3,393.0,606.0,576.0,456.0,412.0,380.0,390.0,341.0,518.0,482.0,445.0,402.0,413.0,394.0,17983.0,26956.0,25245.0,19965.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,18836.0,17763.0,17488.0,15055.0,22709.0,35.966,53.912,50.49,39.93,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,37.672,35.526,34.976,30.11,45.418,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0
518,5,2,3,482.0,393.0,606.0,576.0,456.0,412.0,380.0,390.0,341.0,518.0,482.0,445.0,402.0,413.0,21160.0,17983.0,26956.0,25245.0,19965.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,18836.0,17763.0,17488.0,15055.0,42.32,35.966,53.912,50.49,39.93,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,37.672,35.526,34.976,30.11,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
503,6,3,3,518.0,482.0,393.0,606.0,576.0,456.0,412.0,380.0,390.0,341.0,518.0,482.0,445.0,402.0,21097.0,21160.0,17983.0,26956.0,25245.0,19965.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,18836.0,17763.0,17488.0,42.194,42.32,35.966,53.912,50.49,39.93,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,37.672,35.526,34.976,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0
512,7,4,3,503.0,518.0,482.0,393.0,606.0,576.0,456.0,412.0,380.0,390.0,341.0,518.0,482.0,445.0,22364.0,21097.0,21160.0,17983.0,26956.0,25245.0,19965.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,18836.0,17763.0,44.728,42.194,42.32,35.966,53.912,50.49,39.93,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,37.672,35.526,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0
581,8,5,3,512.0,503.0,518.0,482.0,393.0,606.0,576.0,456.0,412.0,380.0,390.0,341.0,518.0,482.0,24118.0,22364.0,21097.0,21160.0,17983.0,26956.0,25245.0,19965.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,18836.0,48.236,44.728,42.194,42.32,35.966,53.912,50.49,39.93,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,37.672,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0
612,9,6,3,581.0,512.0,503.0,518.0,482.0,393.0,606.0,576.0,456.0,412.0,380.0,390.0,341.0,518.0,25273.0,24118.0,22364.0,21097.0,21160.0,17983.0,26956.0,25245.0,19965.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,19780.0,50.546,48.236,44.728,42.194,42.32,35.966,53.912,50.49,39.93,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,39.56,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0
426,10,0,3,612.0,581.0,512.0,503.0,518.0,482.0,393.0,606.0,576.0,456.0,412.0,380.0,390.0,341.0,26992.0,25273.0,24118.0,22364.0,21097.0,21160.0,17983.0,26956.0,25245.0,19965.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,21400.0,53.984,50.546,48.236,44.728,42.194,42.32,35.966,53.912,50.49,39.93,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,42.8,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0
459,11,1,3,426.0,612.0,581.0,512.0,503.0,518.0,482.0,393.0,606.0,576.0,456.0,412.0,380.0,390.0,17878.0,26992.0,25273.0,24118.0,22364.0,21097.0,21160.0,17983.0,26956.0,25245.0,19965.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,22544.0,35.756,53.984,50.546,48.236,44.728,42.194,42.32,35.966,53.912,50.49,39.93,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,45.088,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0
487,12,2,3,459.0,426.0,612.0,581.0,512.0,503.0,518.0,482.0,393.0,606.0,576.0,456.0,412.0,380.0,20909.0,17878.0,26992.0,25273.0,24118.0,22364.0,21097.0,21160.0,17983.0,26956.0,25245.0,19965.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,14817.0,41.818,35.756,53.984,50.546,48.236,44.728,42.194,42.32,35.966,53.912,50.49,39.93,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,29.634,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
533,13,3,3,487.0,459.0,426.0,612.0,581.0,512.0,503.0,518.0,482.0,393.0,606.0,576.0,456.0,412.0,20798.0,20909.0,17878.0,26992.0,25273.0,24118.0,22364.0,21097.0,21160.0,17983.0,26956.0,25245.0,19965.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,17457.0,41.596,41.818,35.756,53.984,50.546,48.236,44.728,42.194,42.32,35.966,53.912,50.49,39.93,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,34.914,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0
514,14,4,3,533.0,487.0,459.0,426.0,612.0,581.0,512.0,503.0,518.0,482.0,393.0,606.0,576.0,456.0,22427.0,20798.0,20909.0,17878.0,26992.0,25273.0,24118.0,22364.0,21097.0,21160.0,17983.0,26956.0,25245.0,19965.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,17386.0,44.854,41.596,41.818,35.756,53.984,50.546,48.236,44.728,42.194,42.32,35.966,53.912,50.49,39.93,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,34.772,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0
578,15,5,3,514.0,533.0,487.0,459.0,426.0,612.0,581.0,512.0,503.0,518.0,482.0,393.0,606.0,576.0,24076.0,22427.0,20798.0,20909.0,17878.0,26992.0,25273.0,24118.0,22364.0,21097.0,21160.0,17983.0,26956.0,25245.0,19965.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,18565.0,48.152,44.854,41.596,41.818,35.756,53.984,50.546,48.236,44.728,42.194,42.32,35.966,53.912,50.49,39.93,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,37.13,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0
644,16,6,3,578.0,514.0,533.0,487.0,459.0,426.0,612.0,581.0,512.0,503.0,518.0,482.0,393.0,606.0,25687.0,24076.0,22427.0,20798.0,20909.0,17878.0,26992.0,25273.0,24118.0,22364.0,21097.0,21160.0,17983.0,26956.0,25245.0,19965.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,19992.0,51.374,48.152,44.854,41.596,41.818,35.756,53.984,50.546,48.236,44.728,42.194,42.32,35.966,53.912,50.49,39.93,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,39.984,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0
355,17,0,3,644.0,578.0,514.0,533.0,487.0,459.0,426.0,612.0,581.0,512.0,503.0,518.0,482.0,393.0,26959.0,25687.0,24076.0,22427.0,20798.0,20909.0,17878.0,26992.0,25273.0,24118.0,22364.0,21097.0,21160.0,17983.0,26956.0,25245.0,19965.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,21063.0,53.918,51.374,48.152,44.854,41.596,41.818,35.756,53.984,50.546,48.236,44.728,42.194,42.32,35.966,53.912,50.49,39.93,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,42.126,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0
428,18,1,3,355.0,644.0,578.0,514.0,533.0,487.0,459.0,426.0,612.0,581.0,512.0,503.0,518.0,482.0,17885.0,26959.0,25687.0,24076.0,22427.0,20798.0,20909.0,17878.0,26992.0,25273.0,24118.0,22364.0,21097.0,21160.0,17983.0,26956.0,25245.0,19965.0,18602.0,17682.0,17419.0,15126.0,22515.0,21066.0,19872.0,18755.0,17556.0,17407.0,14814.0,22409.0,35.77,53.918,51.374,48.152,44.854,41.596,41.818,35.756,53.984,50.546,48.236,44.728,42.194,42.32,35.966,53.912,50.49,39.93,37.204,35.364,34.838,30.252,45.03,42.132,39.744,37.51,35.112,34.814,29.628,44.818,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0
